lens_type,power,lens_index,coating,store_type,rush_order,inventory_available,qc_failures,completion_hours
Progressive,3.37,1.50,Anti Glare,Premium,1,1,0,72
Progressive,-7.22,1.67,Anti Glare,Premium,0,1,0,101
Bifocal,-5.68,1.50,Anti Glare,Hospital,1,1,0,63
Bifocal,-6.38,1.56,Blue Cut,Premium,1,1,2,90
Progressive,2.63,1.67,Anti Glare,Hospital,1,0,1,90
Progressive,-3.58,1.67,Standard,Premium,0,1,1,97
Progressive,-5.17,1.56,Blue Cut,Premium,1,0,0,78
Progressive,0.37,1.50,Blue Cut,Premium,0,1,2,78
Bifocal,-5.02,1.56,Photochromic,Hospital,0,1,1,102
Single Vision,0.05,1.56,Photochromic,Hospital,1,0,0,47
Single Vision,-7.89,1.50,Standard,Hospital,0,1,1,67
Progressive,1.53,1.67,Photochromic,Retail,1,1,2,96
Progressive,-5.9,1.74,Blue Cut,Premium,0,1,1,104
Progressive,1.03,1.50,Standard,Hospital,0,1,1,75
Single Vision,-2.16,1.67,Blue Cut,Retail,1,0,2,71
Bifocal,-5.95,1.50,Anti Glare,Hospital,0,0,0,89
Single Vision,-6.8,1.74,Photochromic,Premium,0,0,0,79
Single Vision,2.39,1.56,Anti Glare,Hospital,1,1,2,34
Single Vision,-4.92,1.50,Anti Glare,Premium,1,0,2,60
Single Vision,-2.55,1.67,Blue Cut,Retail,1,0,2,81
Single Vision,0.47,1.56,Photochromic,Hospital,1,0,3,77
Progressive,-0.44,1.50,Anti Glare,Premium,1,0,2,78
Single Vision,-2.36,1.74,Anti Glare,Retail,0,0,3,65
Progressive,-7.59,1.56,Blue Cut,Retail,0,1,1,87
Bifocal,-7.48,1.67,Photochromic,Retail,1,0,3,140
Progressive,-7.67,1.67,Standard,Retail,1,1,3,96
Single Vision,-7.13,1.50,Standard,Retail,1,0,3,90
Progressive,0.05,1.67,Photochromic,Retail,0,0,1,120
Progressive,-2.31,1.50,Standard,Premium,1,1,1,72
Progressive,3.5,1.50,Standard,Hospital,0,1,0,94
Progressive,-6.74,1.74,Blue Cut,Hospital,1,0,2,113
Single Vision,-0.61,1.74,Anti Glare,Hospital,0,1,2,48
Single Vision,-4.03,1.50,Standard,Hospital,0,1,0,40
Bifocal,3.88,1.74,Photochromic,Hospital,1,1,1,81
Bifocal,-4.43,1.56,Anti Glare,Premium,0,1,2,73
Progressive,-3.3,1.50,Photochromic,Retail,1,1,3,69
Single Vision,-2.15,1.56,Blue Cut,Retail,0,1,3,48
Single Vision,-3.58,1.74,Anti Glare,Hospital,1,0,3,83
Single Vision,0.08,1.50,Photochromic,Hospital,0,0,1,75
Single Vision,-7.71,1.56,Blue Cut,Retail,0,1,1,78
Single Vision,0.64,1.74,Anti Glare,Hospital,1,1,0,54
Progressive,3.63,1.50,Blue Cut,Hospital,1,1,3,107
Progressive,-0.25,1.56,Photochromic,Premium,0,0,2,119
Single Vision,0.42,1.50,Blue Cut,Retail,1,1,1,29
Bifocal,-5.1,1.50,Standard,Hospital,0,1,1,85
Progressive,-7.4,1.56,Photochromic,Retail,1,1,2,120
Single Vision,2.74,1.50,Blue Cut,Hospital,1,1,3,65
Progressive,-5.61,1.74,Standard,Retail,1,0,0,115
Bifocal,-2.82,1.56,Photochromic,Retail,0,0,3,119
Single Vision,-1.31,1.74,Anti Glare,Retail,0,0,0,73
Progressive,2.29,1.50,Anti Glare,Premium,1,1,1,97
Progressive,-1.98,1.56,Anti Glare,Premium,0,0,0,115
Bifocal,-2.75,1.50,Anti Glare,Premium,0,0,0,60
Progressive,0.71,1.74,Photochromic,Retail,0,1,1,103
Single Vision,1.59,1.74,Photochromic,Retail,1,0,2,79
Single Vision,-5.11,1.56,Blue Cut,Retail,1,1,0,33
Bifocal,-2.01,1.56,Photochromic,Retail,1,0,1,98
Progressive,1.83,1.50,Anti Glare,Hospital,0,1,2,92
Bifocal,2.42,1.56,Standard,Hospital,1,0,0,68
Single Vision,3.35,1.74,Anti Glare,Hospital,1,0,0,73
Bifocal,1.4,1.74,Photochromic,Premium,1,0,1,101
Bifocal,-5.51,1.67,Standard,Hospital,1,1,3,78
Bifocal,-5.31,1.74,Standard,Retail,0,0,2,111
Progressive,-7.17,1.50,Anti Glare,Retail,1,0,2,119
Bifocal,-4.79,1.67,Blue Cut,Premium,0,1,0,68
Bifocal,0.27,1.56,Photochromic,Retail,0,0,1,89
Bifocal,-4.54,1.74,Anti Glare,Premium,1,1,2,52
Bifocal,-5.27,1.74,Standard,Retail,1,1,1,82
Bifocal,-3.81,1.56,Photochromic,Hospital,0,0,2,117
Progressive,-3.34,1.67,Photochromic,Premium,0,1,2,83
Single Vision,3.22,1.56,Blue Cut,Premium,0,0,1,72
Bifocal,-1.43,1.56,Anti Glare,Retail,1,1,2,43
Progressive,-5.37,1.67,Blue Cut,Retail,1,1,0,90
Single Vision,-0.04,1.74,Blue Cut,Premium,0,1,2,62
Bifocal,-2.6,1.50,Standard,Hospital,1,0,3,90
Bifocal,-1.49,1.67,Anti Glare,Hospital,0,1,3,79
Single Vision,-6.72,1.74,Blue Cut,Premium,0,1,3,91
Progressive,-0.75,1.56,Blue Cut,Premium,1,0,2,124
Single Vision,-1.35,1.56,Standard,Hospital,1,0,3,71
Progressive,-2.82,1.50,Anti Glare,Premium,0,1,0,60
Bifocal,-7.41,1.67,Anti Glare,Hospital,1,0,0,89
Single Vision,-0.41,1.56,Photochromic,Premium,1,0,2,92
Progressive,2.55,1.74,Photochromic,Retail,1,0,2,116
Bifocal,-1.05,1.50,Standard,Hospital,0,0,0,58
Progressive,-4.25,1.74,Photochromic,Hospital,0,1,3,103
Single Vision,3.82,1.50,Blue Cut,Retail,1,1,0,36
Progressive,1.91,1.56,Standard,Premium,1,0,2,80
Progressive,-4.98,1.56,Standard,Premium,1,1,0,68
Single Vision,-1.2,1.74,Photochromic,Premium,1,0,2,80
Progressive,-6.45,1.50,Photochromic,Premium,1,0,0,101
Single Vision,1.89,1.56,Anti Glare,Hospital,0,1,3,52
Progressive,-2.64,1.67,Anti Glare,Hospital,0,1,1,103
Bifocal,-7.2,1.50,Photochromic,Retail,1,0,0,74
Single Vision,-6.0,1.67,Standard,Hospital,1,0,0,63
Bifocal,-1.97,1.56,Blue Cut,Premium,0,1,0,68
Progressive,3.72,1.50,Photochromic,Hospital,1,0,3,131
Progressive,-1.49,1.56,Blue Cut,Hospital,1,1,0,52
Single Vision,2.65,1.67,Standard,Premium,1,1,0,40
Bifocal,-4.08,1.56,Photochromic,Premium,0,0,0,99
Single Vision,1.73,1.56,Anti Glare,Hospital,0,0,1,51
Progressive,-1.1,1.56,Anti Glare,Premium,0,0,3,97
Single Vision,-6.51,1.56,Photochromic,Hospital,0,0,0,103
Single Vision,3.51,1.50,Standard,Retail,1,0,2,80
Single Vision,-1.18,1.74,Anti Glare,Hospital,1,0,3,72
Bifocal,3.86,1.74,Photochromic,Retail,0,1,0,85
Bifocal,-2.77,1.67,Photochromic,Premium,0,0,3,127
Progressive,0.09,1.50,Blue Cut,Hospital,1,0,0,110
Progressive,-0.63,1.67,Standard,Retail,0,1,2,89
Bifocal,-5.78,1.67,Standard,Retail,0,0,1,94
Progressive,0.8,1.67,Blue Cut,Hospital,1,1,1,99
Bifocal,2.31,1.67,Blue Cut,Hospital,1,1,0,44
Single Vision,-3.9,1.50,Photochromic,Hospital,1,0,1,72
Progressive,-2.47,1.67,Anti Glare,Retail,1,0,0,118
Progressive,3.14,1.67,Photochromic,Hospital,0,1,3,112
Bifocal,3.34,1.50,Standard,Premium,0,0,3,102
Progressive,-0.77,1.56,Blue Cut,Hospital,1,0,0,118
Single Vision,-1.36,1.74,Standard,Premium,0,0,2,84
Progressive,-7.08,1.56,Blue Cut,Premium,0,1,1,68
Progressive,2.55,1.74,Standard,Hospital,1,1,0,81
Single Vision,-7.82,1.74,Photochromic,Hospital,0,0,3,109
Single Vision,0.99,1.67,Blue Cut,Premium,1,0,1,66
Progressive,0.9,1.50,Anti Glare,Retail,0,0,3,112
Progressive,-7.29,1.74,Photochromic,Retail,1,0,2,101
Progressive,0.34,1.56,Anti Glare,Premium,1,0,3,112
Single Vision,-0.58,1.50,Standard,Hospital,1,1,2,31
Bifocal,-2.38,1.50,Standard,Retail,0,1,3,81
Bifocal,0.15,1.74,Photochromic,Retail,0,0,0,108
Progressive,2.21,1.50,Photochromic,Retail,1,1,0,77
Single Vision,-5.57,1.56,Standard,Retail,1,1,2,65
Bifocal,0.01,1.56,Anti Glare,Hospital,0,0,3,88
Bifocal,-3.12,1.50,Standard,Hospital,0,0,2,76
Single Vision,-4.84,1.56,Standard,Retail,0,0,0,74
Progressive,-0.47,1.50,Anti Glare,Hospital,0,1,2,106
Progressive,-3.47,1.56,Photochromic,Retail,0,0,0,96
Single Vision,-4.23,1.74,Blue Cut,Premium,0,0,1,75
Progressive,-7.21,1.50,Photochromic,Hospital,1,1,0,80
Single Vision,3.01,1.50,Blue Cut,Retail,1,0,1,75
Progressive,-7.04,1.56,Photochromic,Hospital,0,0,0,128
Progressive,-3.72,1.50,Anti Glare,Retail,0,1,2,87
Bifocal,0.04,1.50,Anti Glare,Retail,0,1,2,72
Bifocal,2.31,1.50,Photochromic,Premium,1,1,0,61
Single Vision,-0.24,1.50,Anti Glare,Retail,0,1,3,52
Single Vision,1.96,1.74,Anti Glare,Hospital,0,0,0,83
Single Vision,-3.91,1.67,Anti Glare,Premium,0,0,1,74
Bifocal,-2.13,1.74,Photochromic,Retail,0,0,2,79
Bifocal,3.55,1.74,Anti Glare,Retail,1,1,0,37
Bifocal,-6.1,1.56,Blue Cut,Hospital,1,1,0,53
Bifocal,-6.96,1.50,Anti Glare,Retail,1,0,0,83
Bifocal,1.58,1.74,Blue Cut,Hospital,0,1,1,58
Bifocal,-5.74,1.74,Standard,Hospital,0,0,0,126
Single Vision,-1.6,1.67,Photochromic,Premium,1,1,1,46
Single Vision,-2.58,1.56,Anti Glare,Premium,0,1,1,42
Progressive,2.26,1.50,Photochromic,Hospital,0,0,3,131
Single Vision,-6.46,1.56,Blue Cut,Premium,0,0,0,55
Single Vision,-1.01,1.67,Blue Cut,Premium,1,1,1,53
Bifocal,-6.08,1.56,Photochromic,Retail,0,0,0,111
Progressive,-2.75,1.56,Photochromic,Retail,0,0,1,104
Progressive,-2.65,1.74,Anti Glare,Premium,0,1,3,75
Bifocal,-2.48,1.67,Standard,Hospital,1,1,1,42
Progressive,3.03,1.67,Standard,Hospital,1,1,3,81
Bifocal,-3.46,1.74,Standard,Hospital,1,0,3,94
Single Vision,0.96,1.74,Blue Cut,Retail,0,0,2,75
Bifocal,2.23,1.74,Standard,Retail,1,0,0,90
Single Vision,2.29,1.67,Anti Glare,Premium,0,0,1,73
Progressive,-6.56,1.50,Anti Glare,Hospital,1,0,3,95
Progressive,-5.04,1.67,Blue Cut,Hospital,1,0,3,108
Bifocal,-7.22,1.74,Anti Glare,Hospital,0,1,3,73
Progressive,-2.46,1.67,Blue Cut,Retail,0,0,0,124
Single Vision,-4.32,1.74,Standard,Retail,1,1,2,55
Progressive,0.26,1.74,Blue Cut,Premium,1,1,3,114
Bifocal,2.48,1.74,Blue Cut,Hospital,1,1,1,76
Bifocal,-5.96,1.74,Photochromic,Premium,0,0,0,108
Bifocal,-4.53,1.67,Anti Glare,Hospital,1,1,3,70
Progressive,2.55,1.67,Standard,Retail,1,0,0,118
Single Vision,3.48,1.50,Blue Cut,Premium,0,0,0,44
Single Vision,0.67,1.67,Anti Glare,Hospital,0,1,1,51
Single Vision,-2.63,1.74,Photochromic,Premium,0,0,1,73
Progressive,-4.83,1.56,Blue Cut,Premium,0,1,3,74
Single Vision,0.04,1.67,Photochromic,Retail,0,0,3,93
Bifocal,-7.14,1.67,Blue Cut,Hospital,1,1,1,73
Progressive,-1.48,1.74,Blue Cut,Premium,1,0,0,128
Progressive,-3.54,1.50,Photochromic,Hospital,0,1,1,111
Progressive,-6.52,1.67,Blue Cut,Premium,0,1,0,90
Progressive,1.43,1.67,Anti Glare,Premium,1,1,1,62
Single Vision,3.36,1.50,Anti Glare,Premium,0,1,2,57
Progressive,-7.28,1.74,Blue Cut,Hospital,1,0,0,97
Single Vision,-2.46,1.50,Blue Cut,Premium,1,1,0,34
Bifocal,-5.22,1.67,Anti Glare,Retail,1,1,2,81
Single Vision,-6.78,1.67,Anti Glare,Retail,1,1,0,55
Single Vision,-3.84,1.67,Standard,Hospital,0,0,2,72
Bifocal,-5.75,1.56,Photochromic,Premium,0,1,0,83
Bifocal,-4.3,1.56,Standard,Retail,0,0,3,73
Single Vision,-7.9,1.50,Blue Cut,Retail,0,1,1,65
Progressive,-4.53,1.56,Anti Glare,Retail,1,0,2,112
Progressive,-2.92,1.56,Blue Cut,Retail,0,1,1,59
Progressive,3.77,1.67,Standard,Retail,1,1,2,94
Progressive,1.74,1.56,Photochromic,Retail,0,0,2,129
Progressive,-4.19,1.50,Blue Cut,Hospital,1,1,2,60
Single Vision,-3.82,1.74,Blue Cut,Premium,0,0,0,74
Single Vision,-0.16,1.67,Photochromic,Hospital,0,1,1,38
Progressive,-1.92,1.56,Photochromic,Hospital,1,0,1,117
Progressive,-4.62,1.67,Photochromic,Hospital,0,1,0,104
Progressive,-7.91,1.74,Blue Cut,Premium,0,1,0,99
Single Vision,2.05,1.56,Standard,Premium,0,0,0,66
Single Vision,-6.25,1.74,Photochromic,Retail,1,0,0,72
Progressive,-4.6,1.74,Anti Glare,Hospital,0,0,2,143
Bifocal,2.51,1.74,Anti Glare,Retail,1,0,2,73
Progressive,-4.63,1.74,Photochromic,Premium,0,0,2,140
Bifocal,-3.25,1.67,Blue Cut,Premium,0,1,3,83
Single Vision,0.91,1.56,Blue Cut,Hospital,1,1,3,63
Progressive,-3.66,1.67,Standard,Premium,1,0,1,88
Progressive,-5.83,1.74,Standard,Premium,1,0,0,116
Single Vision,1.2,1.74,Blue Cut,Hospital,1,1,3,51
Progressive,3.56,1.67,Blue Cut,Hospital,1,1,1,83
Bifocal,-7.87,1.56,Photochromic,Hospital,0,1,2,66
Single Vision,-3.92,1.50,Anti Glare,Premium,1,1,1,22
Single Vision,-3.72,1.50,Photochromic,Hospital,1,0,1,62
Single Vision,-3.41,1.67,Photochromic,Retail,1,0,3,99
Bifocal,-2.15,1.67,Standard,Premium,0,0,0,80
Single Vision,-1.29,1.67,Blue Cut,Hospital,0,1,2,53
Single Vision,-0.12,1.67,Photochromic,Retail,1,0,0,69
Bifocal,-4.32,1.50,Photochromic,Premium,0,0,2,83
Bifocal,-2.59,1.67,Blue Cut,Hospital,0,1,1,68
Bifocal,1.5,1.56,Anti Glare,Premium,1,0,1,74
Bifocal,-2.91,1.74,Anti Glare,Hospital,1,0,3,111
Bifocal,2.11,1.67,Blue Cut,Retail,0,0,0,98
Single Vision,3.65,1.74,Blue Cut,Hospital,1,1,1,43
Progressive,-7.93,1.50,Standard,Retail,0,0,1,101
Progressive,-5.86,1.50,Blue Cut,Retail,1,0,0,109
Progressive,-1.5,1.74,Anti Glare,Retail,1,1,1,61
Bifocal,-0.64,1.50,Photochromic,Hospital,0,1,2,60
Progressive,-5.37,1.74,Blue Cut,Premium,0,1,3,123
Single Vision,-2.85,1.74,Standard,Retail,0,0,3,86
Bifocal,-7.43,1.50,Standard,Premium,1,0,3,128
Single Vision,-1.12,1.56,Anti Glare,Hospital,0,1,3,47
Bifocal,3.03,1.56,Standard,Hospital,1,1,2,63
Bifocal,2.78,1.50,Blue Cut,Retail,0,1,1,80
Single Vision,3.53,1.56,Anti Glare,Premium,0,1,2,57
Bifocal,3.12,1.67,Photochromic,Retail,0,1,2,74
Single Vision,-2.84,1.56,Photochromic,Hospital,0,0,3,80
Single Vision,-4.91,1.74,Blue Cut,Retail,0,0,2,83
Bifocal,2.75,1.67,Anti Glare,Premium,1,1,2,69
Progressive,-5.27,1.67,Anti Glare,Hospital,0,1,2,113
Single Vision,-7.72,1.56,Photochromic,Retail,1,0,3,105
Progressive,3.26,1.56,Photochromic,Premium,0,1,2,90
Bifocal,-3.82,1.74,Blue Cut,Premium,1,1,3,81
Bifocal,3.57,1.74,Photochromic,Premium,0,1,0,70
Progressive,-1.76,1.50,Blue Cut,Retail,0,1,2,103
Bifocal,1.97,1.74,Photochromic,Hospital,0,1,1,64
Progressive,-5.09,1.50,Anti Glare,Hospital,1,1,1,62
Bifocal,-7.0,1.74,Blue Cut,Premium,0,1,2,112
Progressive,1.85,1.50,Photochromic,Retail,0,0,0,93
Progressive,3.85,1.74,Blue Cut,Hospital,1,0,0,74
Single Vision,-3.92,1.74,Anti Glare,Retail,1,1,2,36
Bifocal,-2.99,1.50,Anti Glare,Retail,1,0,1,88
Progressive,0.12,1.74,Blue Cut,Premium,0,0,3,141
Single Vision,-4.75,1.67,Blue Cut,Retail,1,1,0,27
Progressive,-1.04,1.56,Blue Cut,Retail,0,1,0,77
Single Vision,-6.23,1.67,Blue Cut,Hospital,0,0,0,95
Progressive,-2.92,1.74,Photochromic,Premium,1,0,3,127
Progressive,-5.52,1.50,Photochromic,Retail,1,1,1,65
Progressive,-0.59,1.56,Blue Cut,Hospital,1,1,3,102
Single Vision,3.81,1.67,Standard,Premium,0,1,3,56
Single Vision,-2.63,1.50,Blue Cut,Retail,0,1,3,68
Single Vision,-1.06,1.74,Photochromic,Retail,0,1,0,58
Progressive,2.79,1.50,Anti Glare,Hospital,1,1,3,97
Single Vision,2.21,1.56,Photochromic,Premium,1,1,1,52
Single Vision,0.39,1.50,Standard,Premium,0,1,3,66
Progressive,3.78,1.67,Standard,Retail,1,1,1,95
Progressive,-4.37,1.56,Anti Glare,Hospital,0,1,3,84
Progressive,1.61,1.74,Standard,Hospital,1,0,1,85
Progressive,-6.56,1.56,Photochromic,Premium,0,1,1,107
Single Vision,-5.17,1.56,Standard,Retail,1,0,3,74
Single Vision,3.7,1.67,Standard,Premium,1,1,1,48
Single Vision,-7.31,1.67,Anti Glare,Premium,1,1,0,50
Progressive,-3.03,1.50,Blue Cut,Hospital,1,1,0,40
Bifocal,-3.09,1.67,Photochromic,Hospital,1,0,1,105
Single Vision,1.5,1.56,Photochromic,Hospital,0,1,3,61
Bifocal,-1.56,1.67,Anti Glare,Premium,0,1,3,68
Single Vision,-5.7,1.74,Anti Glare,Hospital,1,0,0,62
Single Vision,-3.82,1.74,Photochromic,Premium,1,0,2,86
Single Vision,-1.68,1.74,Anti Glare,Hospital,1,0,3,86
Bifocal,3.47,1.56,Blue Cut,Retail,0,0,2,81
Bifocal,-4.14,1.56,Anti Glare,Hospital,1,1,0,51
Bifocal,-4.71,1.50,Blue Cut,Hospital,0,0,0,82
Progressive,-7.07,1.50,Blue Cut,Premium,0,0,1,81
Single Vision,-6.6,1.74,Blue Cut,Retail,0,1,1,58
Progressive,-0.64,1.56,Photochromic,Premium,0,1,3,78
Single Vision,-5.87,1.74,Photochromic,Premium,0,1,2,62
Bifocal,0.46,1.50,Photochromic,Retail,1,0,1,66
Progressive,-6.03,1.56,Anti Glare,Premium,0,0,3,117
Bifocal,2.62,1.50,Blue Cut,Premium,0,0,2,102
Bifocal,0.03,1.56,Blue Cut,Premium,1,0,3,98
Bifocal,-1.68,1.74,Anti Glare,Retail,1,0,1,70
Progressive,-7.12,1.50,Anti Glare,Hospital,0,0,3,136
Bifocal,2.16,1.50,Standard,Hospital,1,1,0,24
Bifocal,2.63,1.74,Standard,Retail,0,1,1,80
Bifocal,-3.93,1.67,Photochromic,Premium,0,1,1,59
Single Vision,-4.07,1.56,Standard,Hospital,1,1,0,34
Single Vision,0.66,1.56,Photochromic,Retail,1,0,2,92
Bifocal,2.53,1.74,Anti Glare,Hospital,1,1,1,45
Single Vision,3.59,1.56,Anti Glare,Premium,0,0,2,79
Single Vision,-2.09,1.67,Blue Cut,Hospital,0,1,3,58
Bifocal,3.74,1.50,Blue Cut,Hospital,1,0,2,77
Bifocal,-4.78,1.50,Blue Cut,Premium,0,0,0,86
Progressive,0.54,1.74,Standard,Retail,0,0,3,99
Single Vision,-5.2,1.67,Blue Cut,Retail,0,0,1,80
Progressive,2.24,1.50,Blue Cut,Premium,1,0,3,135
Progressive,-3.73,1.50,Photochromic,Retail,1,0,0,78
Progressive,2.51,1.67,Blue Cut,Premium,0,0,2,105
Bifocal,3.65,1.50,Anti Glare,Retail,0,1,2,50
Bifocal,-4.53,1.50,Blue Cut,Hospital,1,0,2,103
Bifocal,-5.23,1.74,Standard,Retail,0,1,3,83
Single Vision,-1.62,1.67,Blue Cut,Hospital,1,0,2,58
Single Vision,-3.82,1.56,Photochromic,Retail,1,0,0,56
Single Vision,-4.24,1.50,Photochromic,Hospital,0,0,0,82
Single Vision,-7.74,1.74,Anti Glare,Hospital,1,0,2,63
Bifocal,-7.35,1.74,Standard,Hospital,0,1,1,87
Single Vision,-3.17,1.67,Photochromic,Hospital,0,0,2,90
Progressive,-7.13,1.50,Anti Glare,Premium,0,1,2,99
Bifocal,-1.81,1.56,Blue Cut,Retail,1,1,0,31
Single Vision,-2.23,1.56,Photochromic,Retail,0,0,2,87
Single Vision,0.53,1.50,Photochromic,Premium,0,0,3,92
Bifocal,-5.07,1.74,Photochromic,Retail,0,1,0,68
Single Vision,-2.9,1.56,Blue Cut,Hospital,1,0,1,50
Progressive,0.13,1.67,Anti Glare,Premium,0,1,3,89
Single Vision,0.43,1.74,Standard,Premium,1,1,2,42
Bifocal,-7.96,1.56,Anti Glare,Premium,1,1,2,77
Progressive,1.95,1.74,Photochromic,Hospital,0,1,3,97
Progressive,1.14,1.67,Anti Glare,Premium,1,1,2,102
Single Vision,2.36,1.67,Blue Cut,Retail,0,1,1,56
Progressive,3.12,1.74,Anti Glare,Retail,0,1,0,105
Progressive,-7.08,1.74,Blue Cut,Retail,0,1,2,88
Single Vision,0.87,1.50,Anti Glare,Premium,1,0,2,67
Bifocal,-6.48,1.56,Anti Glare,Premium,1,1,2,47
Single Vision,-6.98,1.67,Standard,Retail,0,0,1,86
Single Vision,2.11,1.56,Standard,Hospital,0,0,2,69
Single Vision,-3.55,1.50,Blue Cut,Retail,1,1,1,31
Progressive,-5.55,1.50,Photochromic,Retail,1,0,1,132
Single Vision,1.35,1.56,Blue Cut,Hospital,1,0,2,69
Bifocal,2.07,1.50,Anti Glare,Hospital,0,1,2,69
Single Vision,-0.37,1.74,Blue Cut,Hospital,1,1,2,59
Progressive,0.94,1.74,Blue Cut,Retail,1,0,0,84
Progressive,-7.0,1.74,Blue Cut,Premium,1,1,2,115
Single Vision,-5.5,1.56,Photochromic,Premium,1,1,2,52
Bifocal,2.48,1.56,Photochromic,Hospital,0,1,3,90
Bifocal,-1.6,1.67,Standard,Retail,0,0,1,78
Progressive,1.09,1.56,Photochromic,Premium,0,1,3,99
Single Vision,0.23,1.56,Blue Cut,Premium,1,0,2,72
Progressive,-4.97,1.50,Blue Cut,Retail,1,0,3,85
Single Vision,-1.31,1.50,Standard,Premium,0,0,2,72
Bifocal,-3.11,1.67,Standard,Retail,0,1,3,69
Single Vision,-6.54,1.74,Standard,Retail,1,0,2,78
Progressive,-5.37,1.67,Photochromic,Premium,0,0,2,154
Single Vision,0.74,1.67,Photochromic,Hospital,1,0,2,81
Single Vision,-1.79,1.50,Standard,Retail,0,0,0,68
Bifocal,-1.46,1.50,Standard,Premium,0,0,0,56
Progressive,0.47,1.67,Photochromic,Premium,0,1,0,108
Progressive,3.65,1.67,Blue Cut,Premium,0,0,1,134
Single Vision,2.34,1.74,Standard,Retail,0,0,3,97
Progressive,-5.32,1.56,Blue Cut,Hospital,1,1,3,88
Bifocal,-5.07,1.67,Standard,Hospital,1,1,3,64
Progressive,3.34,1.74,Anti Glare,Retail,0,0,0,79
Bifocal,-7.22,1.56,Photochromic,Retail,1,1,0,71
Bifocal,-3.78,1.50,Photochromic,Retail,0,0,0,69
Single Vision,-5.56,1.67,Standard,Premium,1,0,0,85
Bifocal,0.74,1.56,Photochromic,Retail,1,1,1,58
Bifocal,-5.45,1.50,Photochromic,Retail,1,0,3,102
Bifocal,-4.99,1.67,Anti Glare,Hospital,0,0,2,83
Progressive,0.79,1.56,Photochromic,Retail,1,0,2,93
Single Vision,-7.15,1.67,Blue Cut,Hospital,0,1,2,61
Progressive,-4.9,1.50,Anti Glare,Premium,1,0,2,120
Bifocal,0.68,1.74,Anti Glare,Hospital,1,0,1,79
Bifocal,-3.92,1.56,Anti Glare,Hospital,0,1,3,76
Bifocal,-6.19,1.56,Blue Cut,Hospital,0,0,2,136
Single Vision,-7.54,1.74,Photochromic,Premium,1,0,2,104
Bifocal,-5.98,1.50,Anti Glare,Premium,0,0,2,127
Single Vision,1.16,1.56,Blue Cut,Retail,0,1,0,49
Progressive,3.5,1.50,Standard,Premium,0,0,2,83
Progressive,-5.83,1.50,Standard,Premium,0,1,2,94
Single Vision,1.28,1.67,Anti Glare,Hospital,1,0,2,88
Single Vision,-0.31,1.67,Anti Glare,Hospital,0,1,2,50
Bifocal,-5.98,1.74,Anti Glare,Retail,1,1,0,55
Single Vision,-4.18,1.74,Standard,Premium,0,1,3,48
Bifocal,3.07,1.56,Blue Cut,Retail,1,1,3,46
Single Vision,-5.22,1.67,Photochromic,Retail,0,1,1,71
Progressive,-7.6,1.74,Standard,Hospital,1,1,3,89
Progressive,-4.74,1.50,Photochromic,Hospital,0,0,0,108
Progressive,-1.06,1.50,Standard,Retail,1,0,1,109
Progressive,-2.99,1.50,Blue Cut,Retail,0,0,2,116
Progressive,-5.62,1.50,Standard,Premium,1,1,0,63
Bifocal,-4.54,1.50,Photochromic,Premium,1,1,3,56
Bifocal,-1.71,1.56,Anti Glare,Hospital,0,0,2,65
Bifocal,-3.5,1.56,Anti Glare,Premium,0,1,1,61
Progressive,-0.49,1.67,Blue Cut,Hospital,1,1,2,72
Single Vision,-7.95,1.67,Anti Glare,Premium,0,0,2,73
Single Vision,-4.03,1.74,Blue Cut,Premium,0,1,3,65
Progressive,-0.59,1.50,Standard,Premium,0,0,3,116
Single Vision,-7.32,1.67,Standard,Hospital,1,1,2,60
Progressive,0.82,1.67,Blue Cut,Premium,1,1,0,84
Progressive,-6.21,1.67,Blue Cut,Premium,0,1,1,105
Single Vision,-2.33,1.50,Photochromic,Retail,0,0,0,66
Single Vision,-7.33,1.67,Anti Glare,Hospital,0,1,2,62
Bifocal,-2.03,1.56,Standard,Premium,1,1,3,58
Bifocal,3.59,1.74,Blue Cut,Premium,0,1,2,92
Progressive,2.43,1.74,Photochromic,Retail,1,1,1,98
Progressive,-7.97,1.56,Anti Glare,Hospital,0,0,1,129
Progressive,-2.6,1.74,Blue Cut,Retail,0,0,1,134
Progressive,2.83,1.56,Blue Cut,Premium,1,1,1,96
Single Vision,-6.56,1.50,Standard,Retail,1,0,0,66
Single Vision,-3.76,1.74,Standard,Premium,0,0,2,92
Progressive,-2.99,1.56,Standard,Retail,0,1,2,61
Single Vision,-1.12,1.74,Blue Cut,Premium,1,0,3,91
Progressive,-1.18,1.74,Photochromic,Hospital,1,1,1,96
Progressive,3.18,1.67,Anti Glare,Premium,1,1,1,65
Bifocal,-4.36,1.50,Standard,Premium,1,1,3,50
Single Vision,-3.9,1.56,Blue Cut,Retail,1,1,0,35
Progressive,-2.63,1.56,Standard,Premium,1,1,2,78
Single Vision,-0.61,1.74,Photochromic,Premium,1,1,3,52
Single Vision,-5.18,1.74,Standard,Premium,0,1,3,58
Progressive,-4.91,1.74,Anti Glare,Hospital,0,1,0,104
Single Vision,-0.05,1.67,Photochromic,Premium,0,0,2,102
Single Vision,0.45,1.74,Anti Glare,Retail,0,0,1,90
Single Vision,0.32,1.50,Standard,Hospital,1,0,2,65
Bifocal,2.77,1.74,Blue Cut,Premium,0,0,1,103
Bifocal,-3.22,1.67,Photochromic,Hospital,0,0,2,130
