lens_type,power,lens_index,coating,store_type,rush_order,inventory_available,queue_depth,machine_load,utilization_percent,qc_failures,completion_hours
Progressive,0.87,1.50,Blue Cut,Franchise,0,1,27,82,77,4,227.83
Single Vision,-7.67,1.67,Standard,Retail,0,0,20,88,41,2,248.7
Single Vision,-3.65,1.67,Standard,Hospital,0,1,13,54,25,2,123.12
Progressive,1.88,1.56,Standard,Retail,0,0,4,95,77,0,183.49
Single Vision,-0.78,1.74,Standard,Hospital,0,1,17,13,36,0,101.59
Single Vision,-6.6,1.67,Photochromic,Franchise,0,0,35,44,51,1,275.75
Progressive,1.78,1.67,Standard,Franchise,1,1,35,22,89,1,169.89
Single Vision,-4.54,1.67,Standard,Hospital,0,0,31,75,50,2,283.0
Single Vision,-1.97,1.67,Photochromic,Retail,1,0,38,66,99,2,301.24
Single Vision,1.37,1.56,Standard,Hospital,0,1,5,65,23,4,125.5
Bifocal,-4.99,1.67,Standard,Retail,0,1,2,20,62,0,45.67
Single Vision,-5.47,1.74,Photochromic,Franchise,1,1,10,86,22,0,130.57
Progressive,-0.09,1.67,Standard,Retail,0,0,4,56,49,0,164.96
Single Vision,1.09,1.74,Standard,Hospital,0,1,24,87,67,1,182.51
Single Vision,-5.18,1.67,Photochromic,Franchise,0,0,1,85,61,1,170.95
Single Vision,-1.0,1.50,Blue Cut,Franchise,0,1,12,13,21,1,92.39
Single Vision,0.51,1.56,Photochromic,Franchise,0,0,11,22,62,0,162.2
Single Vision,-6.95,1.50,Standard,Hospital,0,1,29,32,35,1,151.36
Progressive,2.45,1.67,Blue Cut,Franchise,0,1,18,86,40,4,198.57
Single Vision,-4.78,1.56,Standard,Hospital,0,0,18,96,53,4,274.88
Single Vision,3.71,1.56,Standard,Franchise,0,0,18,47,89,3,236.08
Progressive,1.89,1.56,Standard,Hospital,0,0,3,53,53,4,211.88
Bifocal,-6.13,1.74,Photochromic,Hospital,0,1,20,70,50,2,181.58
Progressive,-0.02,1.67,Blue Cut,Franchise,1,1,0,20,23,1,44.68
Single Vision,-4.96,1.56,Standard,Retail,0,1,6,11,43,3,85.33
Progressive,-0.87,1.67,Blue Cut,Hospital,0,0,24,19,79,1,230.87
Single Vision,-0.5,1.67,Standard,Retail,0,0,19,36,60,1,205.94
Single Vision,-6.48,1.50,Blue Cut,Retail,0,0,1,74,70,3,181.73
Progressive,-2.09,1.67,Photochromic,Hospital,0,1,27,93,43,4,238.96
Bifocal,-3.12,1.50,Blue Cut,Hospital,0,1,35,65,52,4,246.79
Progressive,3.35,1.56,Standard,Franchise,0,1,20,87,97,3,203.03
Progressive,-3.89,1.50,Standard,Retail,0,1,4,36,97,2,92.37
Single Vision,0.55,1.56,Standard,Hospital,0,1,12,93,54,4,165.49
Single Vision,-3.44,1.67,Standard,Retail,0,1,22,84,58,2,175.55
Single Vision,2.48,1.74,Blue Cut,Retail,0,1,0,90,85,4,139.36
Progressive,-3.62,1.67,Blue Cut,Retail,0,1,18,54,62,4,187.69
Progressive,1.21,1.56,Standard,Retail,1,0,7,51,45,2,194.71
Progressive,1.99,1.74,Standard,Franchise,0,1,26,20,57,1,162.23
Single Vision,0.27,1.56,Standard,Hospital,0,1,7,68,71,2,118.35
Single Vision,3.3,1.67,Blue Cut,Retail,1,1,3,84,68,1,92.65
Single Vision,3.22,1.56,Standard,Franchise,1,0,28,92,55,2,262.88
Single Vision,-6.62,1.74,Standard,Hospital,0,1,37,73,26,0,205.87
Bifocal,-6.18,1.56,Blue Cut,Retail,0,1,32,10,72,3,188.53
Single Vision,-7.3,1.67,Blue Cut,Retail,0,0,23,92,55,1,248.06
Single Vision,0.14,1.67,Standard,Retail,0,0,30,13,56,0,206.84
Single Vision,-1.97,1.56,Standard,Hospital,0,1,17,99,72,4,192.2
Single Vision,2.5,1.74,Standard,Hospital,0,1,18,27,49,0,117.84
Single Vision,2.49,1.50,Standard,Franchise,0,1,38,53,73,1,207.21
Progressive,2.83,1.56,Standard,Retail,1,0,10,77,87,0,188.37
Single Vision,3.22,1.56,Standard,Retail,0,1,13,48,47,3,134.33
Single Vision,-2.26,1.50,Photochromic,Retail,0,1,31,68,93,2,204.34
Single Vision,-6.04,1.50,Standard,Franchise,0,0,37,86,38,2,310.27
Single Vision,2.07,1.50,Blue Cut,Retail,0,1,15,86,86,0,130.83
Single Vision,-6.82,1.50,Standard,Retail,0,0,15,81,75,0,205.44
Single Vision,-5.96,1.50,Standard,Hospital,0,0,5,78,62,0,166.63
Progressive,-7.08,1.50,Blue Cut,Franchise,0,1,8,93,87,0,117.74
Single Vision,3.48,1.67,Blue Cut,Franchise,0,0,24,29,85,1,210.38
Bifocal,-7.13,1.56,Standard,Franchise,1,0,25,23,64,3,254.53
Single Vision,-0.43,1.67,Blue Cut,Hospital,0,1,27,69,78,0,162.07
Bifocal,-7.28,1.67,Standard,Franchise,0,1,22,63,41,3,185.18
Progressive,-3.25,1.50,Standard,Franchise,0,1,20,34,84,2,152.41
Single Vision,-3.71,1.67,Blue Cut,Retail,0,0,26,54,63,1,249.74
Single Vision,1.93,1.56,Standard,Franchise,0,1,30,30,59,4,189.44
Single Vision,-2.97,1.67,Blue Cut,Retail,0,1,10,47,25,4,135.02
Single Vision,-6.74,1.50,Blue Cut,Retail,0,1,23,44,81,0,132.05
Bifocal,-0.84,1.67,Standard,Hospital,1,1,18,43,99,3,154.17
Progressive,-3.38,1.56,Blue Cut,Retail,0,1,38,40,29,0,192.52
Single Vision,1.74,1.50,Blue Cut,Retail,0,0,16,25,34,2,194.41
Progressive,0.48,1.67,Photochromic,Franchise,0,1,9,70,27,2,145.12
Single Vision,-6.34,1.74,Blue Cut,Retail,0,1,6,11,75,3,101.85
Single Vision,3.72,1.67,Photochromic,Hospital,0,1,30,98,50,1,207.79
Single Vision,3.58,1.56,Blue Cut,Franchise,0,0,17,84,83,4,261.13
Single Vision,-3.14,1.56,Standard,Retail,0,1,34,64,33,0,187.59
Single Vision,1.46,1.74,Standard,Franchise,0,0,18,51,36,4,264.49
Bifocal,2.29,1.67,Standard,Hospital,1,1,24,64,65,2,165.17
Single Vision,1.63,1.74,Standard,Hospital,0,1,38,68,91,2,233.95
Bifocal,-4.24,1.74,Standard,Retail,0,0,3,44,22,4,209.27
Single Vision,2.19,1.56,Standard,Franchise,0,1,35,46,78,0,173.35
Single Vision,1.94,1.67,Blue Cut,Hospital,0,1,30,26,43,3,179.5
Bifocal,-7.43,1.74,Blue Cut,Franchise,0,0,12,97,80,3,255.56
Single Vision,3.71,1.56,Standard,Retail,0,0,6,40,83,4,193.64
Single Vision,-2.31,1.56,Photochromic,Hospital,0,1,21,44,35,1,145.25
Progressive,-2.97,1.56,Standard,Hospital,1,1,29,15,88,4,188.36
Single Vision,-5.55,1.56,Standard,Retail,0,1,21,31,53,4,167.2
Single Vision,-7.19,1.67,Photochromic,Retail,0,0,17,36,62,2,226.38
Single Vision,-7.57,1.74,Standard,Franchise,0,0,12,65,37,4,249.04
Progressive,0.24,1.67,Photochromic,Hospital,1,0,33,67,87,2,297.77
Progressive,-4.65,1.67,Photochromic,Retail,1,0,20,99,97,0,255.43
Single Vision,-3.16,1.56,Photochromic,Franchise,0,0,23,56,90,2,248.71
Single Vision,-3.64,1.56,Photochromic,Hospital,0,0,33,74,50,1,285.35
Single Vision,-4.42,1.56,Standard,Hospital,1,1,18,66,63,1,131.51
Single Vision,3.47,1.56,Photochromic,Franchise,1,0,15,74,93,2,233.42
Single Vision,1.64,1.74,Blue Cut,Franchise,1,1,13,87,35,2,145.03
Single Vision,1.96,1.67,Standard,Retail,0,1,5,92,37,4,147.77
Single Vision,3.41,1.56,Standard,Franchise,0,0,26,66,88,4,289.07
Single Vision,-0.56,1.56,Standard,Franchise,0,0,33,50,60,2,273.57
Progressive,0.36,1.74,Photochromic,Retail,0,1,38,19,90,1,223.59
Single Vision,-6.41,1.50,Standard,Hospital,0,1,15,50,51,2,132.4
Progressive,-5.68,1.56,Standard,Franchise,0,1,14,98,79,1,156.97
Progressive,-5.11,1.56,Standard,Hospital,0,0,36,66,21,0,283.84
Single Vision,1.75,1.56,Standard,Hospital,1,0,10,94,40,1,200.1
Single Vision,-5.65,1.50,Photochromic,Hospital,0,1,28,13,39,2,168.78
Single Vision,-4.23,1.56,Standard,Franchise,0,1,24,35,45,3,170.54
Single Vision,3.01,1.67,Standard,Retail,0,1,25,81,71,3,198.19
Bifocal,-0.52,1.67,Photochromic,Retail,0,1,24,19,99,1,144.25
Progressive,-2.24,1.67,Standard,Hospital,0,0,25,54,82,2,274.9
Bifocal,0.58,1.74,Standard,Hospital,0,1,32,22,97,1,181.89
Single Vision,-7.35,1.50,Standard,Retail,0,1,1,93,39,2,117.75
Bifocal,-2.09,1.67,Photochromic,Hospital,0,0,5,86,83,3,225.35
Progressive,-0.83,1.56,Standard,Franchise,0,1,36,57,26,2,219.34
Progressive,-4.71,1.67,Blue Cut,Retail,0,1,28,79,36,1,195.94
Progressive,2.3,1.67,Standard,Hospital,0,1,37,43,60,1,205.1
Progressive,-6.54,1.56,Blue Cut,Franchise,0,0,20,95,23,1,259.78
Progressive,-0.9,1.50,Blue Cut,Franchise,0,0,1,17,30,3,169.66
Single Vision,-5.63,1.67,Standard,Retail,0,1,20,95,40,3,189.75
Bifocal,-1.97,1.56,Blue Cut,Hospital,1,0,9,71,25,0,177.13
Progressive,-7.24,1.56,Blue Cut,Retail,0,1,38,97,52,2,257.71
Single Vision,2.15,1.50,Standard,Retail,0,0,25,34,94,1,227.87
Single Vision,-2.9,1.56,Blue Cut,Franchise,0,1,17,56,52,4,164.79
Progressive,-1.15,1.56,Standard,Retail,1,0,22,61,68,2,245.84
Bifocal,-1.22,1.67,Standard,Retail,0,1,36,28,77,2,193.98
Bifocal,-7.33,1.56,Photochromic,Retail,0,0,18,38,22,1,214.03
Single Vision,-6.77,1.67,Photochromic,Hospital,0,1,1,16,45,1,54.0
Progressive,1.2,1.56,Photochromic,Retail,0,1,14,16,59,3,144.63
Progressive,-4.39,1.50,Blue Cut,Retail,0,1,36,32,59,4,230.75
Progressive,-2.89,1.67,Standard,Retail,0,0,32,18,31,4,287.99
Bifocal,-3.34,1.67,Standard,Hospital,0,1,13,84,61,3,157.65
Progressive,3.08,1.74,Standard,Franchise,0,0,18,63,70,1,246.62
Single Vision,3.8,1.67,Blue Cut,Retail,0,0,36,76,28,4,325.88
Single Vision,-0.16,1.56,Blue Cut,Retail,0,1,14,37,61,3,134.52
Single Vision,-4.53,1.56,Blue Cut,Retail,0,0,34,55,61,1,276.42
Single Vision,0.41,1.56,Blue Cut,Hospital,1,0,30,40,59,2,254.0
Single Vision,2.28,1.56,Standard,Retail,0,1,3,89,83,3,132.0
Progressive,2.36,1.74,Standard,Franchise,0,1,30,67,72,3,231.43
Single Vision,3.66,1.67,Standard,Hospital,1,1,17,87,81,3,168.63
Single Vision,-5.27,1.50,Standard,Hospital,1,0,31,51,60,4,279.54
Single Vision,-2.6,1.56,Standard,Franchise,0,0,38,87,49,4,340.58
Single Vision,-4.52,1.67,Standard,Retail,0,1,35,19,25,0,157.24
Bifocal,-3.97,1.67,Photochromic,Hospital,0,1,24,37,24,4,187.97
Single Vision,-3.14,1.74,Standard,Retail,0,1,24,64,71,3,197.42
Single Vision,-4.36,1.74,Photochromic,Franchise,0,0,8,90,85,2,230.4
Single Vision,-2.6,1.67,Blue Cut,Franchise,1,1,6,90,58,3,127.12
Single Vision,-7.33,1.50,Standard,Retail,0,1,13,78,37,1,134.73
Single Vision,-3.39,1.56,Standard,Franchise,0,0,34,95,46,2,300.95
Single Vision,0.47,1.50,Blue Cut,Hospital,0,0,38,95,37,2,322.86
Bifocal,-5.07,1.56,Photochromic,Hospital,0,0,37,68,28,2,322.82
Progressive,-6.51,1.67,Blue Cut,Hospital,0,1,19,73,44,3,186.75
Progressive,-4.72,1.67,Standard,Franchise,0,0,30,21,24,3,262.62
Single Vision,-4.29,1.74,Standard,Hospital,0,1,16,77,90,0,142.0
Single Vision,0.12,1.50,Blue Cut,Hospital,0,0,14,87,89,1,224.85
Single Vision,-4.28,1.74,Blue Cut,Franchise,0,0,16,16,32,1,191.69
Single Vision,-5.44,1.56,Blue Cut,Franchise,0,0,37,13,43,2,261.9
Single Vision,-2.67,1.56,Blue Cut,Franchise,0,1,39,86,87,4,267.07
Single Vision,-7.27,1.67,Standard,Hospital,0,1,25,31,74,2,148.87
Single Vision,-2.64,1.67,Blue Cut,Franchise,0,0,11,22,93,0,149.15
Progressive,-7.98,1.56,Blue Cut,Hospital,1,1,33,76,91,2,206.28
Single Vision,-4.44,1.74,Standard,Retail,0,1,11,80,58,0,116.33
Single Vision,-0.55,1.56,Photochromic,Retail,0,0,7,46,68,3,201.28
Single Vision,1.68,1.56,Photochromic,Hospital,0,1,30,73,29,1,193.39
Progressive,-2.14,1.67,Blue Cut,Franchise,1,1,38,54,39,4,243.41
Single Vision,-6.65,1.50,Standard,Hospital,1,0,4,96,72,1,193.43
Bifocal,2.3,1.50,Standard,Hospital,0,0,10,67,94,2,212.54
Single Vision,-3.11,1.56,Standard,Franchise,0,1,34,44,50,3,202.69
Single Vision,1.92,1.67,Standard,Retail,1,1,37,70,50,1,199.14
Single Vision,-3.22,1.74,Standard,Retail,1,1,25,70,45,4,207.25
Single Vision,-0.83,1.74,Photochromic,Franchise,0,1,26,47,77,2,184.98
Single Vision,3.25,1.56,Standard,Franchise,0,0,20,73,39,1,237.92
Single Vision,-1.01,1.67,Blue Cut,Hospital,0,0,36,95,90,0,293.51
Progressive,-7.79,1.50,Blue Cut,Hospital,1,1,26,97,96,1,184.04
Progressive,0.59,1.67,Photochromic,Hospital,0,0,1,34,92,4,198.88
Progressive,-7.07,1.67,Standard,Retail,1,1,5,62,85,1,101.93
Single Vision,0.97,1.74,Standard,Retail,0,1,29,12,65,2,171.27
Single Vision,-0.55,1.50,Standard,Franchise,1,1,35,89,35,2,209.72
Single Vision,0.2,1.67,Blue Cut,Franchise,1,1,12,19,94,1,84.78
Bifocal,2.87,1.50,Photochromic,Franchise,1,0,25,42,67,1,238.45
Bifocal,0.12,1.56,Standard,Hospital,0,0,24,89,77,2,275.85
Progressive,-6.3,1.50,Blue Cut,Retail,0,0,35,61,72,1,296.83
Single Vision,0.13,1.67,Blue Cut,Franchise,0,0,16,89,79,2,231.09
Progressive,3.9,1.50,Blue Cut,Hospital,0,1,38,67,70,3,243.69
Bifocal,1.81,1.56,Standard,Hospital,0,0,16,41,93,2,212.93
Single Vision,2.5,1.67,Standard,Hospital,0,1,13,34,34,1,101.5
Progressive,-6.25,1.67,Standard,Hospital,1,1,37,54,77,3,227.4
Progressive,3.99,1.56,Standard,Hospital,0,0,7,53,24,4,220.77
Single Vision,-4.74,1.67,Standard,Hospital,0,0,2,55,87,0,139.75
Progressive,2.87,1.50,Standard,Hospital,0,0,30,56,21,1,268.76
Single Vision,-0.67,1.74,Standard,Hospital,0,0,5,64,86,4,210.23
Single Vision,-0.38,1.74,Standard,Hospital,1,1,35,75,30,1,202.04
Single Vision,-7.8,1.74,Standard,Hospital,0,0,29,17,76,0,226.43
Single Vision,0.61,1.67,Standard,Franchise,0,0,25,36,81,2,235.9
Single Vision,0.62,1.56,Blue Cut,Franchise,1,0,31,21,91,4,265.14
Single Vision,-7.17,1.67,Blue Cut,Franchise,1,1,22,27,49,1,111.11
Progressive,3.0,1.67,Standard,Hospital,0,1,9,26,81,4,119.94
Single Vision,1.98,1.56,Standard,Franchise,0,1,6,59,32,4,135.81
Single Vision,-6.03,1.56,Photochromic,Franchise,1,0,2,68,89,0,152.38
Progressive,-2.84,1.56,Photochromic,Franchise,0,1,4,10,82,4,111.13
Bifocal,-3.33,1.67,Blue Cut,Hospital,1,1,14,69,61,0,110.46
Single Vision,2.55,1.74,Standard,Hospital,0,1,30,35,48,2,192.38
Single Vision,-6.54,1.67,Photochromic,Hospital,0,1,20,36,89,3,165.55
Single Vision,2.77,1.74,Standard,Franchise,1,1,21,96,49,4,207.51
Single Vision,-6.2,1.67,Blue Cut,Hospital,0,1,30,20,21,0,140.81
Single Vision,-7.41,1.67,Standard,Retail,1,1,37,29,44,1,171.28
Single Vision,1.83,1.67,Photochromic,Franchise,0,0,34,85,24,1,299.31
Progressive,-4.96,1.67,Photochromic,Retail,1,0,39,42,91,1,299.8
Single Vision,-4.44,1.50,Photochromic,Hospital,0,1,8,96,69,4,170.34
Bifocal,2.83,1.67,Standard,Retail,0,1,23,91,68,1,180.41
Single Vision,-2.87,1.50,Blue Cut,Franchise,1,1,32,34,40,0,153.52
Single Vision,-3.66,1.56,Blue Cut,Hospital,1,1,12,91,42,0,110.9
Single Vision,-2.1,1.67,Standard,Franchise,0,1,24,77,93,1,172.03
Progressive,-6.72,1.67,Standard,Hospital,0,0,15,25,59,3,227.68
Single Vision,-4.66,1.50,Standard,Franchise,0,0,27,62,80,2,253.65
Single Vision,-4.57,1.67,Photochromic,Retail,0,0,25,23,73,1,220.77
Single Vision,-4.79,1.67,Standard,Hospital,0,1,26,34,78,3,169.91
Single Vision,-4.76,1.67,Blue Cut,Hospital,0,0,27,72,30,0,241.95
Single Vision,-6.18,1.56,Standard,Franchise,1,0,1,93,34,3,198.75
Single Vision,3.2,1.67,Photochromic,Franchise,0,1,7,38,30,4,127.56
Single Vision,-3.16,1.74,Standard,Franchise,0,0,27,84,58,0,262.0
Progressive,0.68,1.50,Photochromic,Hospital,0,1,27,87,91,0,197.26
Progressive,-4.37,1.56,Standard,Retail,1,1,21,87,86,3,185.79
Single Vision,-5.63,1.56,Blue Cut,Retail,0,0,13,53,49,0,180.19
Single Vision,-6.79,1.50,Photochromic,Franchise,0,0,0,27,63,3,164.33
Single Vision,-7.13,1.67,Standard,Hospital,0,0,28,51,47,2,251.53
Single Vision,-2.04,1.50,Standard,Franchise,1,0,33,39,91,1,238.46
Single Vision,1.58,1.67,Standard,Hospital,0,0,37,13,44,3,277.3
Single Vision,3.66,1.50,Standard,Franchise,0,1,6,43,38,1,81.91
Single Vision,-3.02,1.50,Standard,Retail,0,0,18,48,98,2,219.54
Single Vision,-0.57,1.67,Photochromic,Retail,1,1,21,12,94,1,117.47
Single Vision,2.36,1.56,Photochromic,Franchise,0,1,1,83,74,4,142.29
Progressive,-1.51,1.67,Blue Cut,Retail,0,0,39,41,88,0,288.08
Single Vision,3.6,1.56,Standard,Franchise,1,1,19,34,86,3,144.96
Single Vision,-7.79,1.67,Standard,Franchise,0,0,36,49,53,3,300.56
Progressive,2.66,1.56,Blue Cut,Retail,0,1,28,86,40,1,199.49
Progressive,-1.89,1.67,Standard,Hospital,0,1,2,20,31,1,70.35
Single Vision,-7.55,1.67,Blue Cut,Franchise,0,0,39,10,75,3,283.95
Single Vision,0.06,1.67,Photochromic,Franchise,0,1,32,67,83,2,213.71
Single Vision,-7.88,1.50,Blue Cut,Hospital,1,1,33,86,74,3,229.96
Single Vision,1.61,1.67,Blue Cut,Retail,1,1,8,32,91,2,90.69
Single Vision,0.62,1.67,Photochromic,Hospital,1,1,27,52,66,2,174.37
Progressive,0.73,1.67,Standard,Hospital,0,0,22,73,39,0,245.84
Progressive,-1.73,1.50,Standard,Retail,1,0,11,26,98,0,168.6
Progressive,0.82,1.67,Standard,Franchise,0,0,4,91,35,0,185.89
Single Vision,-0.91,1.67,Photochromic,Retail,0,1,19,14,42,0,114.05
Single Vision,-0.12,1.50,Standard,Hospital,1,1,30,63,63,1,175.82
Single Vision,-6.86,1.50,Standard,Franchise,0,1,37,93,53,0,213.75
Bifocal,-4.78,1.67,Standard,Franchise,0,1,35,72,51,1,204.09
Single Vision,1.56,1.67,Blue Cut,Retail,0,1,11,94,59,2,135.71
Single Vision,3.65,1.50,Standard,Franchise,0,1,11,19,90,0,80.56
Single Vision,-2.68,1.74,Standard,Franchise,0,1,29,80,90,1,191.12
Progressive,-4.65,1.56,Photochromic,Retail,1,1,30,71,32,1,205.34
Single Vision,-1.55,1.67,Blue Cut,Retail,0,0,12,46,40,3,207.91
Single Vision,2.3,1.56,Standard,Hospital,0,0,38,92,89,2,317.15
Bifocal,-2.48,1.67,Standard,Retail,0,0,29,80,92,0,266.81
Single Vision,0.92,1.67,Standard,Retail,0,0,17,87,50,2,245.76
Progressive,-7.98,1.56,Photochromic,Retail,0,0,21,14,23,3,246.48
Progressive,-3.91,1.67,Blue Cut,Retail,0,1,20,55,35,3,178.35
Single Vision,3.11,1.67,Blue Cut,Hospital,0,0,17,31,65,0,178.92
Single Vision,1.49,1.56,Standard,Franchise,0,1,34,57,82,3,212.99
Single Vision,3.05,1.67,Blue Cut,Retail,1,0,33,83,93,2,282.13
Single Vision,-0.73,1.50,Blue Cut,Hospital,0,0,14,99,91,2,239.33
Single Vision,-1.71,1.67,Blue Cut,Retail,1,0,11,47,30,3,207.74
Single Vision,-6.34,1.67,Blue Cut,Hospital,0,1,30,64,29,3,205.93
Progressive,-5.28,1.67,Blue Cut,Franchise,0,0,27,19,57,0,222.9
Single Vision,-5.13,1.56,Standard,Hospital,0,1,0,43,20,2,77.88
Single Vision,0.96,1.74,Blue Cut,Franchise,1,0,0,39,43,3,160.72
Progressive,-1.67,1.67,Standard,Franchise,0,1,16,67,73,1,150.82
Single Vision,-1.48,1.50,Blue Cut,Hospital,0,0,31,41,61,1,243.02
Progressive,-4.46,1.67,Blue Cut,Franchise,0,1,0,82,72,2,119.02
Progressive,2.84,1.50,Standard,Hospital,0,0,38,82,25,2,320.14
Single Vision,-0.9,1.74,Photochromic,Hospital,0,1,25,95,81,4,242.55
Single Vision,2.29,1.56,Standard,Franchise,1,0,3,46,23,4,187.52
Single Vision,3.93,1.67,Standard,Franchise,1,1,21,73,60,3,170.35
Single Vision,2.04,1.67,Photochromic,Retail,0,0,5,46,50,1,169.36
Single Vision,2.44,1.67,Standard,Franchise,0,1,28,91,29,1,192.45
Single Vision,-2.89,1.67,Blue Cut,Retail,0,1,33,57,52,1,177.02
Single Vision,-6.72,1.67,Standard,Franchise,1,0,16,22,33,2,184.54
Progressive,-3.62,1.67,Blue Cut,Retail,0,1,20,86,78,1,167.12
Single Vision,3.19,1.74,Blue Cut,Franchise,1,1,9,31,89,1,89.76
Progressive,-5.63,1.56,Blue Cut,Retail,0,1,14,62,63,1,143.96
Single Vision,3.62,1.74,Standard,Hospital,0,1,30,51,87,4,212.04
Progressive,-7.14,1.56,Photochromic,Retail,0,1,5,72,94,0,110.9
Single Vision,2.91,1.74,Standard,Retail,0,1,24,75,85,0,168.67
Bifocal,-1.96,1.50,Blue Cut,Hospital,0,0,1,63,59,1,169.69
Single Vision,-4.14,1.56,Photochromic,Franchise,1,0,16,89,54,1,223.55
Progressive,-1.87,1.56,Photochromic,Hospital,0,1,39,51,77,1,220.82
Single Vision,-7.55,1.67,Standard,Franchise,0,0,13,18,81,4,206.19
Single Vision,-7.3,1.74,Blue Cut,Hospital,0,0,26,53,59,3,273.92
Bifocal,2.53,1.67,Blue Cut,Retail,0,1,37,86,58,3,250.08
Single Vision,-7.36,1.56,Standard,Retail,0,1,12,67,92,0,105.39
Single Vision,-4.52,1.74,Standard,Hospital,1,0,1,90,62,3,201.56
Single Vision,1.83,1.56,Blue Cut,Retail,0,0,32,39,78,3,268.53
Single Vision,2.11,1.56,Blue Cut,Franchise,0,0,37,55,75,0,271.34
Single Vision,-2.77,1.67,Photochromic,Hospital,0,1,21,29,52,0,126.38
Single Vision,-2.85,1.56,Standard,Retail,1,0,21,12,73,3,214.15
Progressive,0.0,1.74,Standard,Franchise,0,1,10,14,90,2,112.2
Single Vision,-8.0,1.56,Standard,Franchise,0,0,25,11,42,2,214.59
Bifocal,-5.1,1.50,Standard,Retail,0,1,8,22,59,4,122.08
Progressive,-7.97,1.50,Photochromic,Hospital,0,1,11,71,37,3,164.49
Single Vision,2.36,1.56,Blue Cut,Franchise,0,0,24,58,33,0,222.01
Progressive,-4.37,1.56,Standard,Hospital,0,1,13,10,77,0,85.03
Bifocal,-1.76,1.67,Blue Cut,Franchise,0,0,33,11,46,1,243.71
Single Vision,-0.52,1.50,Blue Cut,Retail,0,1,32,99,83,3,225.79
Single Vision,-2.19,1.67,Standard,Franchise,0,0,26,69,92,3,270.92
Single Vision,-4.28,1.56,Photochromic,Franchise,0,1,39,85,72,3,265.44
Bifocal,-5.71,1.56,Standard,Retail,0,1,38,37,49,4,234.36
Single Vision,-1.79,1.74,Photochromic,Retail,0,1,22,72,80,3,206.04
Progressive,-0.99,1.50,Blue Cut,Hospital,0,0,17,80,91,1,241.86
Single Vision,-1.14,1.50,Blue Cut,Franchise,0,0,20,41,71,2,228.49
Single Vision,3.55,1.74,Standard,Hospital,0,0,5,82,57,1,194.69
Single Vision,-0.67,1.67,Standard,Hospital,0,0,12,52,95,2,206.82
Single Vision,1.0,1.50,Standard,Hospital,0,0,28,26,87,3,251.58
Single Vision,-2.26,1.56,Standard,Retail,0,1,34,36,37,0,160.62
Single Vision,1.75,1.67,Standard,Franchise,0,0,18,65,66,1,216.78
Single Vision,-2.74,1.67,Standard,Franchise,0,0,39,15,57,0,251.96
Progressive,-1.21,1.67,Photochromic,Franchise,0,1,12,20,43,4,150.48
Single Vision,-2.69,1.50,Blue Cut,Franchise,0,0,13,67,34,1,204.76
Progressive,2.87,1.50,Blue Cut,Franchise,1,0,38,72,98,1,296.67
Single Vision,2.0,1.74,Blue Cut,Franchise,0,0,25,30,32,0,216.78
Single Vision,-5.72,1.67,Standard,Franchise,0,0,13,56,88,1,195.61
Single Vision,-2.84,1.74,Standard,Retail,0,1,37,34,45,4,235.57
Single Vision,-0.53,1.56,Blue Cut,Retail,1,1,0,21,88,0,29.52
Progressive,2.75,1.67,Standard,Hospital,0,0,35,70,36,0,280.7
Single Vision,2.96,1.67,Standard,Retail,0,1,14,42,99,2,119.27
Bifocal,-7.53,1.67,Standard,Retail,0,1,24,70,34,2,181.07
Single Vision,-5.43,1.67,Standard,Hospital,0,1,34,62,80,4,232.45
Single Vision,3.33,1.56,Blue Cut,Franchise,0,0,34,31,62,2,259.23
Progressive,-0.25,1.50,Standard,Retail,0,1,16,54,45,1,135.52
Progressive,-3.32,1.50,Blue Cut,Retail,0,1,15,25,21,1,114.02
Progressive,-6.81,1.67,Standard,Franchise,0,0,12,28,26,0,177.9
Progressive,2.1,1.67,Blue Cut,Franchise,0,1,32,16,50,4,218.6
Single Vision,-0.93,1.67,Blue Cut,Franchise,0,0,8,59,31,4,217.43
Single Vision,-4.01,1.50,Standard,Franchise,0,1,18,30,71,1,130.11
Bifocal,-4.41,1.50,Standard,Franchise,0,0,3,88,36,3,216.71
Progressive,-4.57,1.56,Standard,Franchise,1,1,2,46,48,0,59.31
Single Vision,-6.47,1.67,Standard,Hospital,0,1,2,96,42,3,120.51
Single Vision,-2.75,1.56,Blue Cut,Retail,0,0,2,74,80,2,181.01
Bifocal,2.15,1.67,Standard,Retail,0,1,37,48,52,0,190.49
Single Vision,-2.03,1.67,Standard,Franchise,0,0,33,58,47,2,283.76
Single Vision,-3.16,1.67,Standard,Retail,1,1,6,33,82,4,108.79
Bifocal,-7.06,1.50,Photochromic,Retail,0,1,33,78,52,0,194.93
Single Vision,-1.32,1.74,Standard,Hospital,1,1,7,29,35,4,120.72
Progressive,-2.14,1.56,Blue Cut,Retail,0,0,25,18,70,1,229.26
Single Vision,-0.65,1.67,Blue Cut,Retail,0,0,20,28,66,2,212.13
Single Vision,-5.65,1.67,Photochromic,Retail,0,0,19,79,36,3,248.58
Single Vision,3.3,1.67,Standard,Hospital,0,1,7,90,56,4,152.88
Single Vision,-1.12,1.67,Standard,Retail,0,1,11,20,91,0,84.3
Progressive,-7.55,1.56,Blue Cut,Hospital,0,0,3,52,99,2,189.77
